"id","firstName","lastName","title","phoneNumber","phoneTypeId","phoneTypeName","email","departmentId","departmentName","parentDepartmentId","parentDepartmentName","isAdmin","personalId","branchId","jobs"
"51","남훈","선","","5930","1","내선","turbo1002@generated.email","111","진료팀","70","보건행정과","0","turbo1002","0dbf43a0-a168-11e9-a893-49ac915e00a7","한방진료"
"66","혜진","이","","0982","1","내선","dai0712@generated.email","109","산림휴양팀","60","산림공원과","0","dai0712","0dbf43a0-a168-11e9-a893-49ac915e00a7",""
"71","준덕","장","","0982","1","내선","pastar@generated.email","109","산림휴양팀","60","산림공원과","0","pastar","0dbf43a0-a168-11e9-a893-49ac915e00a7",""
"72","경희","전","","3024","1","내선","j37kh@generated.email","13","보건소","1","보령시","0","j37kh","0dbf43a0-a168-11e9-a893-49ac915e00a7","의약팀@@@ 총괄 업무 및 응급의료 닥터헬기사업 추진"
"80","지용","한","","5948","1","내선","hjy6397@generated.email","111","진료팀","70","보건행정과","0","hjy6397","0dbf43a0-a168-11e9-a893-49ac915e00a7","내과진료"
"83","규철","황","","3591","1","내선","hy580823@generated.email","110","청사관리팀","41","회계과","0","hy580823","0dbf43a0-a168-11e9-a893-49ac915e00a7","청사환경 정비(외부)"
"84","동구","강","단장,충남체전준비단장","2600","1","내선","kdk5522@generated.email","36","충남체전준비단","8","안전행정국","0","kdk5522","0dbf43a0-a168-11e9-a893-49ac915e00a7","충남체전준비 총괄"
"85","희준","강","과장,사회복지과장","3600","1","내선","swkhj660@generated.email","42","사회복지과","8","안전행정국","0","swkhj660","0dbf43a0-a168-11e9-a893-49ac915e00a7","사회복지과총괄"
"86","건호","김","동장,대천4동장","4940","1","내선","kgh4630@generated.email","31","대천4동주민센터","1","보령시","0","kgh4630","0dbf43a0-a168-11e9-a893-49ac915e00a7","대천4동 업무 총괄"
"87","계환","김","과장,교통과장","3950","1","내선","kimghgh5050@generated.email","59","교통과","10","경제도시국","0","kimghgh5050","0dbf43a0-a168-11e9-a893-49ac915e00a7","교통과 업무총괄"
"88","구연","김","과장,해양정책과장","6500","1","내선","yeon1688@generated.email","62","해양정책과","11","해양수산관광국","0","yeon1688","0dbf43a0-a168-11e9-a893-49ac915e00a7","해양정책과 업무 총괄"
"89","기영","김","과장,농업지원과장","7650","1","내선","1462115@generated.email","73","농업지원과","14","농업기술센터","0","1462115","0dbf43a0-a168-11e9-a893-49ac915e00a7","농업지원과 업무 총괄"
"90","봉갑","김","면장,성주면장","5421","1","내선","kgb625@generated.email","27","성주면사무소","1","보령시","0","kgb625","0dbf43a0-a168-11e9-a893-49ac915e00a7","성주면 업무 총괄"
"91","선미","김","과장,교육체육과장","3300","1","내선","sunjin0663@generated.email","35","교육체육과","8","안전행정국","0","sunjin0663","0dbf43a0-a168-11e9-a893-49ac915e00a7","교육체육과장@교육체육과 총괄"
"92","왕주","김","과장,안전총괄과장","3250","1","내선","wjkim9706@generated.email","34","안전총괄과","8","안전행정국","0","wjkim9706","0dbf43a0-a168-11e9-a893-49ac915e00a7","안전총괄과 업무 총괄"
"93","일세","김","면장,주포면장","4540","1","내선","po620325@generated.email","18","주포면사무소","1","보령시","0","po620325","0dbf43a0-a168-11e9-a893-49ac915e00a7","면정업무총괄                   "
"94","현","김","면장,청소면장","4670","1","내선","rlagus61@generated.email","22","청소면사무소","1","보령시","0","rlagus61","0dbf43a0-a168-11e9-a893-49ac915e00a7","면정 총괄"
"95","기철","나","국장,의회사무국장","4020","1","내선","n1462642@generated.email","76","의회사무국","16","의회","0","n1462642","0dbf43a0-a168-11e9-a893-49ac915e00a7","의회운영전반"
"97","병순","박","과장,세무과장","3500","1","내선","p1462318@generated.email","40","세무과","8","안전행정국","0","p1462318","0dbf43a0-a168-11e9-a893-49ac915e00a7","세무과 업무 총괄"
"98","대길","방","","3100","1","내선","bdg4073@generated.email","6","기획감사실","1","보령시","0","bdg4073","0dbf43a0-a168-11e9-a893-49ac915e00a7","기획감사실 업무총괄"
"99","복기","백","동장,대천2동장","4880","1","내선","bbk920@generated.email","29","대천2동주민센터","1","보령시","0","bbk920","0dbf43a0-a168-11e9-a893-49ac915e00a7","동정총괄"
"100","우덕","서","","3150","1","내선","swduck69@generated.email","7","홍보미디어실","1","보령시","0","swduck69","0dbf43a0-a168-11e9-a893-49ac915e00a7","홍보미디어실 업무총괄"
"101","현숙","성","과장,건강증진과장","5950","1","내선","shs3891@generated.email","71","건강증진과","13","보건소","0","shs3891","0dbf43a0-a168-11e9-a893-49ac915e00a7","건강증진과 업무총괄 "
"102","기섭","신","과장,축산과장","7900","1","내선","brcn527@generated.email","74","축산과","14","농업기술센터","0","brcn527","0dbf43a0-a168-11e9-a893-49ac915e00a7","축산과@@@ 축산업무 총괄"
"103","명섭","신","과장,도로과장","3900","1","내선","shmysu1@generated.email","58","도로과","10","경제도시국","0","shmysu1","0dbf43a0-a168-11e9-a893-49ac915e00a7","도로과 업무총괄"
"104","영옥","신","동장,대천1동장","4850","1","내선","sinyok@generated.email","28","대천1동주민센터","1","보령시","0","sinyok","0dbf43a0-a168-11e9-a893-49ac915e00a7","대천1동장@@@ 동정 업무 총괄"
"105","재만","신","국장,경제도시국장","3022","1","내선","sjmok92@generated.email","10","경제도시국","1","보령시","0","sjmok92","0dbf43a0-a168-11e9-a893-49ac915e00a7","경제도시국 업무 총괄"
"106","행철","신","과장,환경보호과장","3650","1","내선","shc1276@generated.email","43","환경보호과","8","안전행정국","0","shc1276","0dbf43a0-a168-11e9-a893-49ac915e00a7","업무총괄"
"108","기만","양","과장,친환경기술과장","7950","1","내선","iiniin@generated.email","75","친환경기술과","14","농업기술센터","0","iiniin","0dbf43a0-a168-11e9-a893-49ac915e00a7","친환경기술과 업무 총괄"
"109","희주","양","과장,산림공원과장","4050","1","내선","4yang@generated.email","60","산림공원과","10","경제도시국","0","4yang","0dbf43a0-a168-11e9-a893-49ac915e00a7","산림공원과 업무 총괄"
"110","보형","오","과장,수산과장","6750","1","내선","romgray@generated.email","66","수산과","11","해양수산관광국","0","romgray","0dbf43a0-a168-11e9-a893-49ac915e00a7","수산과 업무 총괄"
"111","부환","오","과장,보건행정과장","5900","1","내선","obh09790979@generated.email","70","보건행정과","13","보건소","0","obh09790979","0dbf43a0-a168-11e9-a893-49ac915e00a7","보건행정과 업무 총괄"
"113","제은","오","과장,관광과장","6550","1","내선","ohcity@generated.email","63","관광과","11","해양수산관광국","0","ohcity","0dbf43a0-a168-11e9-a893-49ac915e00a7","관광과 업무 총괄"
"114","병완","윤","면장,청라면장","4700","1","내선","y9012134@generated.email","23","청라면사무소","1","보령시","0","y9012134","0dbf43a0-a168-11e9-a893-49ac915e00a7","청라면정 총괄"
"115","국영","이","","3025","1","내선","rnrdud2@generated.email","14","농업기술센터","1","보령시","0","rnrdud2","0dbf43a0-a168-11e9-a893-49ac915e00a7","면정 총괄"
"116","기혁","이","과장,회계과장","3550","1","내선","igihyek@generated.email","41","회계과","8","안전행정국","0","igihyek","0dbf43a0-a168-11e9-a893-49ac915e00a7","회계과 업무 총괄"
"117","선규","이","과장,지역경제과장","3700","1","내선","67sklee@generated.email","54","지역경제과","10","경제도시국","0","67sklee","0dbf43a0-a168-11e9-a893-49ac915e00a7","지역경제 업무 총괄"
"118","인행","이","","6850","1","내선","inhang77@generated.email","15","원산도출장소","1","보령시","0","inhang77","0dbf43a0-a168-11e9-a893-49ac915e00a7","원산도출장소업무 총괄"
"119","장성","이","과장,건설과장","3800","1","내선","tkdjq483@generated.email","56","건설과","10","경제도시국","0","tkdjq483","0dbf43a0-a168-11e9-a893-49ac915e00a7","건설과 업무총괄 및 지휘"
"120","종문","이","면장,남포면장","4730","1","내선","dlwhdans6708@generated.email","24","남포면사무소","1","보령시","0","dlwhdans6708","0dbf43a0-a168-11e9-a893-49ac915e00a7","남포면 총괄"
"121","지성","이","과장,문화새마을과장","3400","1","내선","yijiseong@generated.email","38","문화새마을과","8","안전행정국","0","yijiseong","0dbf43a0-a168-11e9-a893-49ac915e00a7","문화새마을과 업무총괄"
"122","진우","이","동장,대천5동장","4970","1","내선","ljo2726@generated.email","32","대천5동주민센터","1","보령시","0","ljo2726","0dbf43a0-a168-11e9-a893-49ac915e00a7","대천5동장"
"124","근성","전","과장,해수욕장경영과장","6800","1","내선","jeonko@generated.email","67","해수욕장경영과","11","해양수산관광국","0","jeonko","0dbf43a0-a168-11e9-a893-49ac915e00a7","해수욕장경영과 업무총괄"
"125","계안","채","과장,도시재생과장","3850","1","내선","geaan@generated.email","57","도시재생과","10","경제도시국","0","geaan","0dbf43a0-a168-11e9-a893-49ac915e00a7","도시재생과@@@도시재생과 업무 총괄"
"126","광희","최","과장,자치행정과장","3200","1","내선","top21@generated.email","33","자치행정과","8","안전행정국","0","top21","0dbf43a0-a168-11e9-a893-49ac915e00a7","자치행정과 업무 총괄"
"127","영열","최","면장,천북면장","4640","1","내선","cnking@generated.email","21","천북면사무소","1","보령시","0","cnking","0dbf43a0-a168-11e9-a893-49ac915e00a7","천북면 총괄"
"128","인묵","최","과장,수도과장","4100","1","내선","chldlsanr@generated.email","61","수도과","10","경제도시국","0","chldlsanr","0dbf43a0-a168-11e9-a893-49ac915e00a7","수도과 업무총괄"
"129","후규","최","과장,주민생활지원과장","3350","1","내선","chwkyu@generated.email","37","주민생활지원과","8","안전행정국","0","chwkyu","0dbf43a0-a168-11e9-a893-49ac915e00a7","주민생활지원과 업무총괄"
"130","경수","한","과장,민원지적과장","3450","1","내선","hks1018@generated.email","39","민원지적과","8","안전행정국","0","hks1018","0dbf43a0-a168-11e9-a893-49ac915e00a7","민원지적과 업무 총괄"
"131","상범","한","국장,해양수산관광국장","3023","1","내선","hansb8889@generated.email","11","해양수산관광국","1","보령시","0","hansb8889","0dbf43a0-a168-11e9-a893-49ac915e00a7","해양수산관광국 업무 총괄"
"132","성원","허","면장,오천면장","4600","1","내선","ds3cdm@generated.email","20","오천면사무소","1","보령시","0","ds3cdm","0dbf43a0-a168-11e9-a893-49ac915e00a7","오천면장@@오천면 업무총괄"
"133","종훈","현","면장,주교면장","4570","1","내선","jonghunh@generated.email","19","주교면사무소","1","보령시","0","jonghunh","0dbf43a0-a168-11e9-a893-49ac915e00a7","주교면정 총괄"
"134","상의","홍","과장,건축허가과장","3750","1","내선","hong0555@generated.email","55","건축허가과","10","경제도시국","0","hong0555","0dbf43a0-a168-11e9-a893-49ac915e00a7","건축허가과 업무총괄"
"135","의승","황","읍장,웅천읍장","4500","1","내선","stt123@generated.email","17","웅천읍사무소","1","보령시","0","stt123","0dbf43a0-a168-11e9-a893-49ac915e00a7","웅천읍 업무 총괄"
"136","경중","김","","7971","1","내선","socoli@generated.email","112","원예특작팀","75","친환경기술과","0","socoli","0dbf43a0-a168-11e9-a893-49ac915e00a7","채소분야 보조사업, 현장 기술지도 "
"137","선경","김","","4749","1","내선","sg1501@generated.email","113","민원팀","24","남포면사무소","0","sg1501","0dbf43a0-a168-11e9-a893-49ac915e00a7","민원팀@@@ 제증명, 통합민원, 마이핀 관리 및 발급, 민원24"
"138","영천","김","","7922","1","내선","kim7276@generated.email","114","가축방역팀","74","축산과","0","kim7276","0dbf43a0-a168-11e9-a893-49ac915e00a7","가축방역팀@@@ 가축방역사업, 보조사업"
"139","인섭","김","팀장,수도행정팀장","4101","1","내선","po63102614@generated.email","115","수도행정팀","61","수도과","0","po63102614","0dbf43a0-a168-11e9-a893-49ac915e00a7","수도행정팀@@@ 수도행정 업무총괄, 상수도급수공사대행업, 보령댐특별회계 세입관리, 공기업 경영평가 및 상하수도 공기업 특별회계 자금관리, 상하수도 시설공사 하자검사, 공무직 및 기간제검침원 관리 등"
"140","재환","김","","4841","1","내선","jeffhwan@generated.email","116","민원팀","27","성주면사무소","0","jeffhwan","0dbf43a0-a168-11e9-a893-49ac915e00a7","주민등록, 인감, 제증명"
"141","진모","김","팀장,세정팀장","3503","1","내선","jinmo1@generated.email","117","세정팀","40","세무과","0","jinmo1","0dbf43a0-a168-11e9-a893-49ac915e00a7","세정팀@@@과 소관행정의 종합조정, 세정팀 업무 총괄."
"142","창주","김","","4034","1","내선","in3182@generated.email","118","의정팀","76","의회사무국","0","in3182","0dbf43a0-a168-11e9-a893-49ac915e00a7","공용차량 관리 및 운행"
"143","태현","김","","6773","1","내선","yourk71@generated.email","119","수산자원팀","66","수산과","0","yourk71","0dbf43a0-a168-11e9-a893-49ac915e00a7","어장관리선 지정 및 승인어장환경개선 사업고수온 대응지원 사업유해(불가사리)생물 구제사업주꾸미 산란장 조성사업친환경에너지(히트펌프) 보급사업가두리 질병약품 지원 사업양식수산물 재해보험료 지원사업"
"144","혜영","김","팀장,민원팀장","4572","1","내선","kim11211@generated.email","120","민원팀","19","주교면사무소","0","kim11211","0dbf43a0-a168-11e9-a893-49ac915e00a7","민원팀@@@가족관계,제적부 관리, 결격사유 조회"
"145","호원","김","국장,안전행정국장","3021","1","내선","howonk1@generated.email","8","안전행정국","1","보령시","0","howonk1","0dbf43a0-a168-11e9-a893-49ac915e00a7","안전행정국 업무 총괄"
"146","성욱","문","","5701","1","내선","gomsw83@generated.email","121","보건행정팀","70","보건행정과","0","gomsw83","0dbf43a0-a168-11e9-a893-49ac915e00a7","관용차량운전관용차량관리및점검의료지원"
"147","정은","문","","3972","1","내선","mje3911@generated.email","122","교통지도팀","59","교통과","0","mje3911","0dbf43a0-a168-11e9-a893-49ac915e00a7","-불법주정차 알리미 서비스 등록-교통안전 캠페인-무인단속카메라 설치 운영 및 관리-안전신문고 민원처리 및 과태료 부과-주정차 과태료 정기분 및 독촉분 부과"
"148","노범","박","팀장,전산팀장","3153","1","내선","pnb0754@generated.email","123","전산팀","7","홍보미디어실","0","pnb0754","0dbf43a0-a168-11e9-a893-49ac915e00a7","전산팀@@@ 전산관리업무 총괄"
"149","상규","박","","3766","1","내선","sapdari@generated.email","124","건축허가팀","55","건축허가과","0","sapdari","0dbf43a0-a168-11e9-a893-49ac915e00a7","건축허가(남부지역)"
"150","상길","박","팀장,주민생활지원팀장","4543","1","내선","qkr9090@generated.email","125","주민생활지원팀","18","주포면사무소","0","qkr9090","0dbf43a0-a168-11e9-a893-49ac915e00a7","찾아가는 복지상담 및 통합사례관리, 지역사회보장협의체 운영, 경로당, 장사, 방역, 공동모금, 위기가구 긴급생계지원 총괄"
"152","천배","박","팀장,복구지원팀장","3252","1","내선","cheonbea@generated.email","126","복구지원팀","34","안전총괄과","0","cheonbea","0dbf43a0-a168-11e9-a893-49ac915e00a7","복구지원팀@@@ 업무총괄. 자연재해재난안전대책본부운영총괄. 재해영향성검토협의(협의대상). 총괄피해복구계획수립 및 운영. 각종사업관련보상업무. 자율방재단 관련업무. 소규모 공공시설 안전관리"
"153","진아","백","","6831","1","내선","bja0901@generated.email","127","무창포운영","67","해수욕장경영과","0","bja0901","0dbf43a0-a168-11e9-a893-49ac915e00a7","무창포해수욕장 운영 및 관리각종 시설공사, 용역 업무무창포운영팀 물품관리, 서무, 예산 "
"154","명옥","성","","4995","1","내선","tjdauddhr09@generated.email","128","총무팀","32","대천5동주민센터","0","tjdauddhr09","0dbf43a0-a168-11e9-a893-49ac915e00a7","수산,가도등,문화누리카드,머드판매,수도"
"155","경자","손","팀장,해양정책팀장","6501","1","내선","sskkjj30@generated.email","129","해양정책팀","62","해양정책과","0","sskkjj30","0dbf43a0-a168-11e9-a893-49ac915e00a7","해양정책팀 업무 총괄, 해양정책기본계획 수립서해안비전기본계획 수립, 보령신항 추진"
"156","다은","신","","4864","1","내선","bs5571@generated.email","130","총무팀","28","대천1동주민센터","0","bs5571","0dbf43a0-a168-11e9-a893-49ac915e00a7","교통, 수산, 해양정책, 다자녀, 건축허가"
"157","동진","신","","3574","1","내선","sdj4134@generated.email","131","계약팀","41","회계과","0","sdj4134","0dbf43a0-a168-11e9-a893-49ac915e00a7","경제도시국 공사 및 용역계약(도로과, 교통과, 산림공원과, 지역경제과)"
"159","순권","안","","4964","1","내선","archicorn20@generated.email","132","총무팀","31","대천4동주민센터","0","archicorn20","0dbf43a0-a168-11e9-a893-49ac915e00a7","농정, 축산, 교통, 국공유재산"
"160","우성","양","팀장,도서관팀장","3302","1","내선","yang12o4@generated.email","133","도서관팀","35","교육체육과","0","yang12o4","0dbf43a0-a168-11e9-a893-49ac915e00a7","도서관팀@@@ 도서관 업무총괄"
"161","지혜","윤","","3822","1","내선","yun822jihee@generated.email","134","농촌개발팀","56","건설과","0","yun822jihee","0dbf43a0-a168-11e9-a893-49ac915e00a7","공기관 대행사업 감독 및 관리, 개간사업 인·허가 및 사후관리, 국유재산(농림축산식품부)관리, 재난재해 관련 업무, 통계연보 및 농업생산기반시설 DB시스템 관리"
"162","수진","이","","4897","1","내선","parpe86@generated.email","135","민원팀","29","대천2동주민센터","0","parpe86","0dbf43a0-a168-11e9-a893-49ac915e00a7","기초생활, 차상위, 자활, 보건, 보훈, 지역사회투자서비스"
"163","수형","이","과장,미래사업과장","6700","1","내선","hyung113@generated.email","65","미래사업과","11","해양수산관광국","0","hyung113","0dbf43a0-a168-11e9-a893-49ac915e00a7","미래사업과 업무 총괄"
"164","예성","이","","3871","1","내선","yeslee39@generated.email","136","도시재생사업팀","57","도시재생과","0","yeslee39","0dbf43a0-a168-11e9-a893-49ac915e00a7","도시재생뉴딜사업(중심시가지형)추진, 도시재생현장센터 운영 관리, 도시재생 건축업무 지원, 도시재생사업 예산관리 및 보상추진"
"165","원구","이","팀장,가족관계등록팀장","3452","1","내선","wongoo1004@generated.email","137","가족관계등록팀","39","민원지적과","0","wongoo1004","0dbf43a0-a168-11e9-a893-49ac915e00a7","가족관계등록팀@@@ 가족관계등록 업무 총괄"
"166","유희","이","","5970","1","내선","ban2725@generated.email","138","건강증진팀","71","건강증진과","0","ban2725","0dbf43a0-a168-11e9-a893-49ac915e00a7","금연사업업무"
"167","은숙","이","","4722","1","내선","les0509@generated.email","139","민원팀","23","청라면사무소","0","les0509","0dbf43a0-a168-11e9-a893-49ac915e00a7","민원24, 제증명, 무인민원발급기"
"168","진원","이","팀장,문예회관팀장","3403","1","내선","warheit@generated.email","140","문예회관팀","38","문화새마을과","0","warheit","0dbf43a0-a168-11e9-a893-49ac915e00a7","문예회관팀@@@ 문예회관 기획 및 법령 정비, 시설물/ 공연장 안전관리, 문예회관 리모델링사업"
"169","창섭","이","선장","4605","1","내선","ee8405@generated.email","20","오천면사무소","1","보령시","0","ee8405","0dbf43a0-a168-11e9-a893-49ac915e00a7","충남 503호 지도선 운용 총괄"
"170","춘자","임","팀장,여성청소년팀장","3602","1","내선","lim4359@generated.email","141","여성청소년팀","42","사회복지과","0","lim4359","0dbf43a0-a168-11e9-a893-49ac915e00a7","여성청소년팀 기획 및 조정, 소송성별영향평가, 성희롱.고충심의위원회 운영"
"171","도령","정","","6571","1","내선","gielson@generated.email","142","관광개발팀","63","관광과","0","gielson","0dbf43a0-a168-11e9-a893-49ac915e00a7","관광개발자원사업 추진"
"172","은주","조","","4687","1","내선","eunju8020@generated.email","143","민원팀","22","청소면사무소","0","eunju8020","0dbf43a0-a168-11e9-a893-49ac915e00a7","주민등록,민원24, 제증명 발급처리, 통합민원, 문화누리, 교통카드"
"173","광용","최","팀장,환경지도팀장","3653","1","내선","c0425@generated.email","144","환경지도팀","43","환경보호과","0","c0425","0dbf43a0-a168-11e9-a893-49ac915e00a7","환경지도팀@@@ 업무총괄"
"174","성우","최","","3126","1","내선","assasungwoo@generated.email","145","감사팀","6","기획감사실","0","assasungwoo","0dbf43a0-a168-11e9-a893-49ac915e00a7","산하기관 감사업무등"
"175","도욱","허","동장,대천3동장","4910","1","내선","douk611@generated.email","30","대천3동주민센터","1","보령시","0","douk611","0dbf43a0-a168-11e9-a893-49ac915e00a7","동정 업무 총괄"
"176","상기","홍","면장,미산면장","4790","1","내선","ho4071@generated.email","26","미산면사무소","1","보령시","0","ho4071","0dbf43a0-a168-11e9-a893-49ac915e00a7","미산면정총괄"
"177","지현","황","","4516","1","내선","hwang932@generated.email","146","민원팀","17","웅천읍사무소","0","hwang932","0dbf43a0-a168-11e9-a893-49ac915e00a7","주민등록관리, 제증명, 민원24, 통합민원, 학사, 가족관계업무보조"
"178","성환","김","팀장,지역경제팀장","3701","1","내선","kimsh895@generated.email","147","지역경제팀","54","지역경제과","0","kimsh895","0dbf43a0-a168-11e9-a893-49ac915e00a7","지역경제팀@@@ 국.과소관업무 총괄, 지역경제업무총괄"
"179","영두","김","면장,주산면장","4760","1","내선","forestkyd@generated.email","25","주산면사무소","1","보령시","0","forestkyd","0dbf43a0-a168-11e9-a893-49ac915e00a7","주산면정총괄"
"180","은희","박","","4811","1","내선","peh2386@generated.email","148","민원팀","26","미산면사무소","0","peh2386","0dbf43a0-a168-11e9-a893-49ac915e00a7","주민등록, 인감"
"181","완재","유","","6721","1","내선","you4766@generated.email","149","국도77호개통팀","65","미래사업과","0","you4766","0dbf43a0-a168-11e9-a893-49ac915e00a7","원산도~효자도 간 연도교 설치 사업, 원산도 테마랜드(관광단지 진입로개설) 조성, 농어촌도로 202호,203호 도로확포장, 기반시설(도로 등) 사업 관련 업무추진"
"182","세기","정","","4937","1","내선","tprl7747@generated.email","150","총무팀","30","대천3동주민센터","0","tprl7747","0dbf43a0-a168-11e9-a893-49ac915e00a7","총무팀@@@ 청사관리, 문서사송, 공공근로 현장관리, 공중화장실 현장관리"
"183","정애","박","","4761","1","내선","qkrwjddo@generated.email","151","부면사무소","25","주산면사무소","0","qkrwjddo","0dbf43a0-a168-11e9-a893-49ac915e00a7","총무팀@@@ 업무총괄, 비밀, 보안, 체육회, 기관단체"
"184","창민","정","","4772","1","내선","daniel0202@generated.email","152","총무팀","25","주산면사무소","0","daniel0202","0dbf43a0-a168-11e9-a893-49ac915e00a7","총무팀@@@ 서무, 선거, 기획, 문화새마을, 학사, 재난"
"185","지혜","양","","4771","1","내선","yjhye94@generated.email","152","총무팀","25","주산면사무소","0","yjhye94","0dbf43a0-a168-11e9-a893-49ac915e00a7","총무팀@@@ 회계, 국공유재산, 민방위"
"186","소영","이","","4773","1","내선","lgy7546@generated.email","152","총무팀","25","주산면사무소","0","lgy7546","0dbf43a0-a168-11e9-a893-49ac915e00a7","총무팀@@@ 환경,지역경제,기초생활거점육성,관광,지적"
"187","양희","김","","4774","1","내선","emotion0138@generated.email","152","총무팀","25","주산면사무소","0","emotion0138","0dbf43a0-a168-11e9-a893-49ac915e00a7","총무팀@@@ 주민자치, 통계, 세무, 기초생활거점육성"
"188","준영","최","","4789","1","내선","elkkr@generated.email","152","총무팀","25","주산면사무소","0","elkkr","0dbf43a0-a168-11e9-a893-49ac915e00a7","총무팀@@@ 건설, 건축, 도시"
"189","양희","추","","4779","1","내선","huiya1027@generated.email","152","총무팀","25","주산면사무소","0","huiya1027","0dbf43a0-a168-11e9-a893-49ac915e00a7","총무팀@@@ 도서관,문화의집"
"190","순미","하","","4775","1","내선","smha74@generated.email","152","총무팀","25","주산면사무소","0","smha74","0dbf43a0-a168-11e9-a893-49ac915e00a7","총무팀@@@ 교육체육,수도,문서수발, 홍보미디어"
"191","경석","이","","4776","1","내선","lks8184@generated.email","152","총무팀","25","주산면사무소","0","lks8184","0dbf43a0-a168-11e9-a893-49ac915e00a7","총무팀@@@ 가로등,청사관리, 행정차, 공중화장실, 광고물정비"
"192","다예","강","","3874","1","내선","kangdy0916@generated.email","136","도시재생사업팀","57","도시재생과","0","kangdy0916","0dbf43a0-a168-11e9-a893-49ac915e00a7","균형발전사업(2단계 1기 추진), 소규모재생사업, 도시재생뉴딜사업(보령아지트,S/W등)추진, 도시재생사업 예산관리 및 보상추진"
"193","경림","고","","7923","1","내선","kkl2008@generated.email","114","가축방역팀","74","축산과","0","kkl2008","0dbf43a0-a168-11e9-a893-49ac915e00a7","검역소 근무조 편성 운영"
"194","준웅","고","팀장,복지기획팀장","3351","1","내선","zx3399@generated.email","153","복지기획팀","37","주민생활지원과","0","zx3399","0dbf43a0-a168-11e9-a893-49ac915e00a7","복지기획팀@@@ 과 소관 행정의 종합조정 / 복지사무 종합 조정 및 추진/ 현충탑 및 보훈단체 총괄 관리 / 토정 이지함 상 업무 총괄"
"195","미숙","구","","3423","1","내선","koomi333@generated.email","140","문예회관팀","38","문화새마을과","0","koomi333","0dbf43a0-a168-11e9-a893-49ac915e00a7",""
